source,target
Metab__HMDB0000020_c,Gene40__ALDH1A3_reverse
Metab__HMDB0003767_c,Gene40__ALDH3B1
Gene40__ALDH3B1,Metab__HMDB0000020_c
Gene40__ALDH3B1_reverse,Metab__HMDB0003767_c
Metab__HMDB0000020_c,Gene40__ALDH3B1_reverse
Metab__HMDB0003767_c,Gene40__ALDH3A1
Gene40__ALDH3A1,Metab__HMDB0000020_c
Gene40__ALDH3A1_reverse,Metab__HMDB0003767_c
Metab__HMDB0000020_c,Gene40__ALDH3A1_reverse
Metab__HMDB0000695_c,Gene4100002__orphanReac4MOPt2im
Gene4100002__orphanReac4MOPt2im,Metab__HMDB0000695_m
Metab__4mptnl_c,Gene42__orphanReac4MPTNLte
Gene42__orphanReac4MPTNLte,Metab__4mptnl_e
Gene42__orphanReac4MPTNLte_reverse,Metab__4mptnl_c
Metab__4mptnl_e,Gene42__orphanReac4MPTNLte_reverse
Metab__HMDB0001134_c,Gene43__SULT1A2
Metab__4nph_c,Gene43__SULT1A2
Gene43__SULT1A2,Metab__HMDB0000061_c
Gene43__SULT1A2,Metab__HMDB0006492_c
Metab__HMDB0001134_c,Gene43__SULT1A1
Metab__4nph_c,Gene43__SULT1A1
Gene43__SULT1A1,Metab__HMDB0000061_c
Gene43__SULT1A1,Metab__HMDB0006492_c
Metab__HMDB0001134_c,Gene43__SULT1A3
Metab__4nph_c,Gene43__SULT1A3
Gene43__SULT1A3,Metab__HMDB0000061_c
Gene43__SULT1A3,Metab__HMDB0006492_c
Metab__HMDB0000017_c,Gene44__4PYRDX
Gene44__4PYRDX,Metab__HMDB0000017_e
Metab__HMDB0006203_c,Gene45__orphanReac5ADTSTSTERONEGLCtr
Gene45__orphanReac5ADTSTSTERONEGLCtr,Metab__HMDB0006203_r
Gene45__orphanReac5ADTSTSTERONEGLCtr_reverse,Metab__HMDB0006203_c
Metab__HMDB0006203_r,Gene45__orphanReac5ADTSTSTERONEGLCtr_reverse
Metab__HMDB0001134_c,Gene46__SULT2A1
Metab__HMDB0002961_c,Gene46__SULT2A1
Gene46__SULT2A1,Metab__HMDB0000061_c
Gene46__SULT2A1,Metab__HMDB0006278_c
Metab__HMDB0001134_c,Gene46__SULT1A3
Metab__HMDB0002961_c,Gene46__SULT1A3
Gene46__SULT1A3,Metab__HMDB0000061_c
Gene46__SULT1A3,Metab__HMDB0006278_c
Metab__HMDB0002961_e,Gene47__orphanReac5ADTSTSTERONEte
Gene47__orphanReac5ADTSTSTERONEte,Metab__HMDB0002961_c
Gene47__orphanReac5ADTSTSTERONEte_reverse,Metab__HMDB0002961_e
Metab__HMDB0002961_c,Gene47__orphanReac5ADTSTSTERONEte_reverse
Metab__HMDB0001562_e,Gene4800002__SLC19A1
Gene4800002__SLC19A1,Metab__HMDB0001562_c
SLC19A1_reverse,Metab__HMDB0001562_e
Metab__HMDB0001562_c,SLC19A1_reverse
Metab__HMDB0000259_c,Gene49__MAOA
Gene49__MAOA,Metab__HMDB0003125_c
Gene49__MAOA,Metab__HMDB0000051_c
Gene49__MAOA,Metab__HMDB0004073_c
Metab__HMDB0000259_c,Gene49__MAOB
Gene49__MAOB,Metab__HMDB0003125_c
Gene49__MAOB,Metab__HMDB0000051_c
Gene49__MAOB,Metab__HMDB0004073_c
Metab__5thf_c,Gene50__orphanReac5THFtl
Gene50__orphanReac5THFtl,Metab__5thf_l
Metab__5thf_m,Gene51__orphanReac5THFtm
Gene51__orphanReac5THFtm,Metab__5thf_c
Metab__HMDB0000032_r,Gene52__orphanReac7DHCHSTEROLtr
Gene52__orphanReac7DHCHSTEROLtr,Metab__HMDB0000032_c
Gene52__orphanReac7DHCHSTEROLtr_reverse,Metab__HMDB0000032_r
Metab__HMDB0000032_c,Gene52__orphanReac7DHCHSTEROLtr_reverse
Metab__HMDB0006559_m,Gene53__orphanReac7DHFtm
Gene53__orphanReac7DHFtm,Metab__HMDB0006559_c
Metab__galgluside_hs_c,Gene54__A4GALT
Metab__HMDB0000302_c,Gene54__A4GALT
Gene54__A4GALT,Metab__thcrm_hs_c
Metab__galgluside_hs_g,Gene55__A4GALT
Metab__HMDB0000302_g,Gene55__A4GALT
Gene55__A4GALT,Metab__thcrm_hs_g
Metab__HMDB0062760_g,Gene56__A4GNT
Metab__core2_g,Gene56__A4GNT
Gene56__A4GNT,Metab__gncore2_g
Metab__HMDB0002134_m,Gene57__orphanReacAACTtm
Gene57__orphanReacAACTtm,Metab__HMDB0002134_c
Metab__fucgalacglcgalgluside_hs_g,Gene58__ABO
Metab__udpacgal_g,Gene58__ABO
Gene58__ABO,Metab__acgalfucgalacglcgalgluside_hs_g
Metab__udpacgal_g,Gene59__ABO
Metab__fuc12gal14acglcgalgluside_hs_g,Gene59__ABO
Gene59__ABO,Metab__acgalfuc12gal14acglcgalgluside_hs_g
Metab__udpacgal_g,Gene60__ABO
Metab__fucgalacgalfuc12gal14acglcgalgluside_hs_g,Gene60__ABO
Gene60__ABO,Metab__acgalfucgalacgalfuc12gal14acglcgalgluside_hs_g
Metab__udpacgal_g,Gene61__ABO
Metab__fucgalacglcgal14acglcgalgluside_hs_g,Gene61__ABO
Gene61__ABO,Metab__acgalfucgalacglcgal14acglcgalgluside_hs_g
Metab__udpacgal_g,Gene62__ABO
Metab__fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g,Gene62__ABO
Gene62__ABO,Metab__acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_g
Metab__fucfucgalacglcgalacglcgal14acglcgalgluside_hs_g,Gene63__ABO
Gene63__ABO,Metab__galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_g
Metab__HMDB0000208_m,Gene64__ABAT
Metab__HMDB0000112_m,Gene64__ABAT
Gene64__ABAT,Metab__HMDB0000148_m
Gene64__ABAT,Metab__HMDB0001259_m
Gene64__ABAT_reverse,Metab__HMDB0000208_m
Gene64__ABAT_reverse,Metab__HMDB0000112_m
Metab__HMDB0000148_m,Gene64__ABAT_reverse
Metab__HMDB0001259_m,Gene64__ABAT_reverse
Metab__HMDB0001851_c,Gene65__orphanReacABTt
Gene65__orphanReacABTt,Metab__HMDB0001851_e
Metab__HMDB0000112_l,Gene6600002__SLC36A1
Gene6600002__SLC36A1,Metab__HMDB0000112_c
SLC36A1_reverse,Metab__HMDB0000112_l
Metab__HMDB0000112_c,SLC36A1_reverse
Metab__HMDB0001157_m,Gene67__ACAT1
Gene67__ACAT1,Metab__HMDB0001275_m
Gene67__ACAT1_reverse,Metab__HMDB0001157_m
Metab__HMDB0001275_m,Gene67__ACAT1_reverse
Metab__HMDB0001157_m,Gene67__HADHB
Gene67__HADHB,Metab__HMDB0001275_m
Gene67__HADHB_reverse,Metab__HMDB0001157_m
Metab__HMDB0001275_m,Gene67__HADHB_reverse
Metab__HMDB0001157_m,Gene67__ACAA2
Gene67__ACAA2,Metab__HMDB0001275_m
Gene67__ACAA2_reverse,Metab__HMDB0001157_m
Metab__HMDB0001275_m,Gene67__ACAA2_reverse
Metab__HMDB0062368_x,Gene68__ACAA1
Gene68__ACAA1,Metab__HMDB0006404_x
Metab__HMDB0006498_x,Gene69__ACAA1
Gene69__ACAA1,Metab__HMDB0001338_x
Metab__HMDB0062371_x,Gene70__ACAA1
Gene70__ACAA1,Metab__ttccoa_x
Metab__HMDB0000990_r,Gene71__orphanReacACALDtr
Gene71__orphanReacACALDtr,Metab__HMDB0000990_c
Gene71__orphanReacACALDtr_reverse,Metab__HMDB0000990_r
Metab__HMDB0000990_c,Gene71__orphanReacACALDtr_reverse
Metab__HMDB0000990_x,Gene72__orphanReacACALDtx
Gene72__orphanReacACALDtx,Metab__HMDB0000990_c
Gene72__orphanReacACALDtx_reverse,Metab__HMDB0000990_x
Metab__HMDB0000990_c,Gene72__orphanReacACALDtx_reverse
Metab__HMDB0000237_m,Gene73__ACSS1
Gene73__ACSS1,Metab__HMDB0001275_m
Metab__HMDB0000237_m,Gene73__ACSS3
Gene73__ACSS3,Metab__HMDB0001275_m
Metab__HMDB0001659_e,Gene7500002__SLC16A1
Gene7500002__SLC16A1,Metab__HMDB0001659_c
SLC16A1_reverse,Metab__HMDB0001659_e
Metab__HMDB0001659_c,SLC16A1_reverse
Metab__HMDB0001659_e,Gene7500002__SLC16A3
Gene7500002__SLC16A3,Metab__HMDB0001659_c
SLC16A3_reverse,Metab__HMDB0001659_e
Metab__HMDB0001659_c,SLC16A3_reverse
Metab__HMDB0001659_e,Gene7500002__SLC16A7
Gene7500002__SLC16A7,Metab__HMDB0001659_c
SLC16A7_reverse,Metab__HMDB0001659_e
Metab__HMDB0001659_c,SLC16A7_reverse
Metab__acgagbside_hs_c,Gene76__orphanReacACGAGBSIDEtl
Gene76__orphanReacACGAGBSIDEtl,Metab__acgagbside_hs_l
Gene76__orphanReacACGAGBSIDEtl_reverse,Metab__acgagbside_hs_c
Metab__acgagbside_hs_l,Gene76__orphanReacACGAGBSIDEtl_reverse
Metab__acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,Gene77__orphanReacACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte
Gene77__orphanReacACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Metab__acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c
Gene77__orphanReacACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_reverse,Metab__acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e
Metab__acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_c,Gene77__orphanReacACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_reverse
Metab__acgal_g,Gene78__orphanReacACGALtlg
Gene78__orphanReacACGALtlg,Metab__acgal_c
Gene78__orphanReacACGALtlg_reverse,Metab__acgal_g
Metab__acgal_c,Gene78__orphanReacACGALtlg_reverse
Metab__HMDB0000215_c,Gene79__NAGK
Gene79__NAGK,Metab__HMDB0002817_c
Metab__HMDB0002817_c,Gene80__PGM3
Gene80__PGM3,Metab__HMDB0001367_c
Gene80__PGM3_reverse,Metab__HMDB0002817_c
Metab__HMDB0001367_c,Gene80__PGM3_reverse
Metab__HMDB0000215_l,Gene81__orphanReacACGAMtly
Gene81__orphanReacACGAMtly,Metab__HMDB0000215_c
Metab__acgbgbside_hs_c,Gene82__orphanReacACGBGBSIDEtl
Gene82__orphanReacACGBGBSIDEtl,Metab__acgbgbside_hs_l
Gene82__orphanReacACGBGBSIDEtl_reverse,Metab__acgbgbside_hs_c
Metab__acgbgbside_hs_l,Gene82__orphanReacACGBGBSIDEtl_reverse
Metab__HMDB0000895_n,Gene83__orphanReacACHtn
Gene83__orphanReacACHtn,Metab__HMDB0000895_c
Gene83__orphanReacACHtn_reverse,Metab__HMDB0000895_n
Metab__HMDB0000895_c,Gene83__orphanReacACHtn_reverse
Metab__HMDB0000895_c,Gene84__SLC18A3
Gene84__SLC18A3,Metab__HMDB0000895_e
Metab__acn13acngalgbside_hs_c,Gene85__orphanReacACN13ACNGALGBSIDEtg
Gene85__orphanReacACN13ACNGALGBSIDEtg,Metab__acn13acngalgbside_hs_g
Gene85__orphanReacACN13ACNGALGBSIDEtg_reverse,Metab__acn13acngalgbside_hs_c
Metab__acn13acngalgbside_hs_g,Gene85__orphanReacACN13ACNGALGBSIDEtg_reverse
Metab__acnacngal14acglcgalgluside_hs_g,Gene86__orphanReacACNACNGAL14ACGLCGALGLUSIDEtg
Gene86__orphanReacACNACNGAL14ACGLCGALGLUSIDEtg,Metab__acnacngal14acglcgalgluside_hs_c
Gene86__orphanReacACNACNGAL14ACGLCGALGLUSIDEtg_reverse,Metab__acnacngal14acglcgalgluside_hs_g
Metab__acnacngal14acglcgalgluside_hs_c,Gene86__orphanReacACNACNGAL14ACGLCGALGLUSIDEtg_reverse
Metab__acnacngalgbside_hs_c,Gene87__orphanReacACNACNGALGBSIDEtg
Gene87__orphanReacACNACNGALGBSIDEtg,Metab__acnacngalgbside_hs_g
Gene87__orphanReacACNACNGALGBSIDEtg_reverse,Metab__acnacngalgbside_hs_c
Metab__acnacngalgbside_hs_g,Gene87__orphanReacACNACNGALGBSIDEtg_reverse
Metab__HMDB0000230_c,Gene8800002__SLC17A5
Gene8800002__SLC17A5,Metab__HMDB0000230_l
SLC17A5_reverse,Metab__HMDB0000230_c
Metab__HMDB0000230_l,SLC17A5_reverse
Metab__HMDB0000230_c,Gene89__orphanReacACNAMtn
Gene89__orphanReacACNAMtn,Metab__HMDB0000230_n
Metab__acngalacglcgal14acglcgalgluside_hs_e,Gene90__orphanReacACNGALACGLCGAL14ACGLCGALGLUSIDEte
Gene90__orphanReacACNGALACGLCGAL14ACGLCGALGLUSIDEte,Metab__acngalacglcgal14acglcgalgluside_hs_c
Gene90__orphanReacACNGALACGLCGAL14ACGLCGALGLUSIDEte_reverse,Metab__acngalacglcgal14acglcgalgluside_hs_e
Metab__acngalacglcgal14acglcgalgluside_hs_c,Gene90__orphanReacACNGALACGLCGAL14ACGLCGALGLUSIDEte_reverse
Metab__HMDB0000230_c,Gene91__ACNML
Gene91__ACNML,Metab__HMDB0000243_c
Gene91__ACNML,Metab__HMDB0001129_c
Gene91__ACNML_reverse,Metab__HMDB0000230_c
Metab__HMDB0000243_c,Gene91__ACNML_reverse
Metab__HMDB0001129_c,Gene91__ACNML_reverse
Metab__HMDB0001041_m,Gene92__ACADSB
Metab__HMDB0001248_m,Gene92__ACADSB
Gene92__ACADSB,Metab__HMDB0002054_m
Gene92__ACADSB,Metab__HMDB0001197_m
Metab__HMDB0001041_m,Gene92__ACADM
Metab__HMDB0001248_m,Gene92__ACADM
Gene92__ACADM,Metab__HMDB0002054_m
Gene92__ACADM,Metab__HMDB0001197_m
Metab__HMDB0001248_m,Gene93__IVD
Metab__HMDB0001113_m,Gene93__IVD
Gene93__IVD,Metab__HMDB0001197_m
Gene93__IVD,Metab__HMDB0001493_m
Metab__HMDB0001248_m,Gene94__ACADM
Metab__HMDB0001243_m,Gene94__ACADM
Gene94__ACADM,Metab__HMDB0001197_m
Gene94__ACADM,Metab__HMDB0001011_m
Metab__HMDB0001248_m,Gene94__ACAD8
Metab__HMDB0001243_m,Gene94__ACAD8
Gene94__ACAD8,Metab__HMDB0001197_m
Gene94__ACAD8,Metab__HMDB0001011_m
Metab__HMDB0001338_x,Gene95__ACOX1
Gene95__ACOX1,Metab__HMDB0003125_x
Gene95__ACOX1,Metab__HMDB0003945_x
Metab__HMDB0003357_c,Gene96__ACY1
Gene96__ACY1,Metab__HMDB0000042_c
Gene96__ACY1,Metab__HMDB0000214_c
Metab__HMDB0000094_m,Gene97__ACO2
Gene97__ACO2,Metab__HMDB0000193_m
Gene97__ACO2_reverse,Metab__HMDB0000094_m
Metab__HMDB0000193_m,Gene97__ACO2_reverse
Metab__HMDB0000094_m,Gene97__ACO1
Gene97__ACO1,Metab__HMDB0000193_m
Gene97__ACO1_reverse,Metab__HMDB0000094_m
Metab__HMDB0000193_m,Gene97__ACO1_reverse
Metab__HMDB0001520_c,Gene98__ACP1
Gene98__ACP1,Metab__HMDB0000244_c
Metab__HMDB0001520_c,Gene98__ACP3
Gene98__ACP3,Metab__HMDB0000244_c
Metab__HMDB0001520_c,Gene98__ACP6
Gene98__ACP6,Metab__HMDB0000244_c
Metab__HMDB0001520_c,Gene98__ACP5
Gene98__ACP5,Metab__HMDB0000244_c
Metab__HMDB0000237_c,Gene99__ACSS2
Gene99__ACSS2,Metab__HMDB0001275_c
Metab__HMDB0000237_c,Gene99__AACS
Gene99__AACS,Metab__HMDB0001275_c
Metab__HMDB0001185_c,Gene100__ASMT
Metab__Nacsertn_c,Gene100__ASMT
Gene100__ASMT,Metab__HMDB0000939_c
Gene100__ASMT,Metab__HMDB0001389_c
Metab__HMDB0000042_e,Gene10100002__orphanReacACt2r
Gene10100002__orphanReacACt2r,Metab__HMDB0000042_c
orphanReacACt2r_reverse,Metab__HMDB0000042_e
Metab__HMDB0000042_c,orphanReacACt2r_reverse
Metab__HMDB0000034_e,Gene102__SLC29A2
Gene102__SLC29A2,Metab__HMDB0000034_c
Gene102__SLC29A2_reverse,Metab__HMDB0000034_e
Metab__HMDB0000034_c,Gene102__SLC29A2_reverse
Metab__HMDB0001273_c,Gene103__AK5
Gene103__AK5,Metab__HMDB0001201_c
Gene103__AK5_reverse,Metab__HMDB0001273_c
Metab__HMDB0001201_c,Gene103__AK5_reverse
Metab__HMDB0001273_m,Gene104__AK3
Gene104__AK3,Metab__HMDB0001201_m
Gene104__AK3_reverse,Metab__HMDB0001273_m
Metab__HMDB0001201_m,Gene104__AK3_reverse
Metab__HMDB0000905_c,Gene105__AK5
Metab__HMDB0001532_c,Gene105__AK5
Gene105__AK5_reverse,Metab__HMDB0000905_c
Gene105__AK5_reverse,Metab__HMDB0001532_c
Metab__HMDB0001185_c,Gene106__AMD1
Gene106__AMD1,Metab__HMDB0000988_c
Metab__HMDB0000050_e,Gene10700002__SLC28A1
Gene10700002__SLC28A1,Metab__HMDB0000050_c
Metab__HMDB0000050_e,Gene10700002__SLC28A3
Gene10700002__SLC28A3,Metab__HMDB0000050_c
Metab__HMDB0000050_e,Gene10700002__SLC28A2
Gene10700002__SLC28A2,Metab__HMDB0000050_c
Metab__HMDB0000050_l,Gene108__SLC29A3
Gene108__SLC29A3,Metab__HMDB0000050_c
Gene108__SLC29A3_reverse,Metab__HMDB0000050_l
Metab__HMDB0000050_c,Gene108__SLC29A3_reverse
Metab__HMDB0000050_c,Gene109__SLC29A1
Gene109__SLC29A1,Metab__HMDB0000050_m
Gene109__SLC29A1_reverse,Metab__HMDB0000050_c
Metab__HMDB0000050_m,Gene109__SLC29A1_reverse
Metab__HMDB0006369_c,Gene110__NUDT5
Gene110__NUDT5,Metab__HMDB0006330_c
Metab__adprib_e,Gene111__CD38
Gene111__CD38,Metab__adprib_c
Metab__adrncoa_c,Gene112__orphanReacADRNCOAtx
Gene112__orphanReacADRNCOAtx,Metab__adrncoa_x
Gene112__orphanReacADRNCOAtx_reverse,Metab__adrncoa_c
Metab__adrncoa_x,Gene112__orphanReacADRNCOAtx_reverse
Metab__adrncrn_c,Gene113__SLC25A20
Gene113__SLC25A20,Metab__adrncrn_m
Gene113__SLC25A20_reverse,Metab__adrncrn_c
Metab__adrncrn_m,Gene113__SLC25A20_reverse
Metab__HMDB0000797_c,Gene114__ADSL
Gene114__ADSL,Metab__HMDB0000134_c
Gene114__ADSL,Metab__HMDB0001517_c
Metab__HMDB0062760_g,Gene115__B3GNT4
Metab__ksii_core4_pre2_g,Gene115__B3GNT4
Gene115__B3GNT4,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B3GNT2
Metab__ksii_core4_pre2_g,Gene115__B3GNT2
Gene115__B3GNT2,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B4GAT1
Metab__ksii_core4_pre2_g,Gene115__B4GAT1
Gene115__B4GAT1,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B3GNTL1
Metab__ksii_core4_pre2_g,Gene115__B3GNTL1
Gene115__B3GNTL1,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B3GNT8
Metab__ksii_core4_pre2_g,Gene115__B3GNT8
Gene115__B3GNT8,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B3GNT7
Metab__ksii_core4_pre2_g,Gene115__B3GNT7
Gene115__B3GNT7,Metab__ksii_core4_pre3_g
Metab__HMDB0062760_g,Gene115__B3GNT3
